text,label
ter debestttt kesini seruu sepi ditemenin ombak rame lov 192829229292 deh pantai cipta cuman knp skrng bayar kesana minggu 3x bayar masuk tinggal masuk we la skrng bayar cui cuman 5ribu sie tp gk pp deh maw ksn jaga bersih jgn buang sampah situ bawa balek,positive
spot bagus mancing,positive
favorit pancing wisata murah riah pantai,positive
tmpatnya sejuk,positive
jalan pungli,negative
akses jalan buruk pantai gabagus masuk bayar kelola,negative
jalan masuk amburadul,negative
bnyak sampah gk spt lg,negative
jgn pos cipta klo mw kesini,negative
lumayan dar mancing,positive
ikan kerang,positive
suka mancing tpi syang pantai kotor jlnnya jg rusak parah,negative
tarik,negative
mancing onang pantai cipta byk banget onangnya,positive
pagi2 sana tenang,positive
lumayan tenang dar ngobrol temen pasang cocok mancing,positive
enak enjoy jarang tau ganggu chill,positive
tempat lumayan baguscuma akses jalan masuk jlraya pantura pantai becek kubang musim hujan tibadisamping manfaat security cipta tuk cari uang pungli,negative
pantai kotor awat gari pancing,negative
kesini pas air tenang mantap,positive
na enak tuk pancing bawa anak maen cuman sayang masuk kesana bayar 2x pa senang anak,positive
jalan masuk pantai cipta layak jalan jala lumpur ber gelombang becek,negative
mancingbuat main anak,positive
lumyan bgus suasan sunsetnya,positive
akses masuk gelombang berlumpurlokasi pantai kumuh,negative
jalan bagus kesana kaki ribu,negative
bagus tp awat coba klau rawat akses jalan mudah buka restoran angkring unjung,negative
hapus dahaga pantai orang smg,positive
pantai lumayan bagus ramai pas self healing biaya masuk murah 5000orangnya,positive
area luas acara rame2 jalan tanah batu tp gpp lewat mantab foto2 jelang malam bagus back ground lampu2 labuh semarang,positive
lihat sunset bagus akses lingkung bikin tarik,negative
cipta ingkar janji,positive
nama pantai urugan tanah fungsi gudang peti kemas kotor awat mesti wisata,negative
mancing nyaman,positive
kerapu,positive
ikan makan asik,positive
senang liat pandang laut,positive
mancing nang cipta kerpune okeh,positive
pantai dg prospek ekonomi utk jawa indonesia,positive
angler coba bukti spot recomended,positive
pantai kotor cari kerang mancing warga jalan masuk pungut liar,negative
tempat lumayan renung lepas lelah,positive
pancing warga sekitarsaran tempat kelelahankarena istirahat,negative
jalan rusak parah,negative
tempatya indahbayak org pancing anginya sepoy2,positive
akses lokasi buruk sampahtapi ikan,negative
akses jalan masuk rusak parah,negative
asyik mancing nikmat indah matahari terbit tenggelam,positive
suka suasana sore,positive
kotor pungli satpam 5ribu sayang gk urus,negative
rekreasi bagus,positive
wisata pantai cocok anak anak hobi mancing pantai,positive
awat sampah potensial wisata,negative
pinggir bnyak sampah plastik beling jd hati hati,negative
akses pantai dukung,negative
pantai favorit mancing ikan kerapu pantai luas ombak tenang masuk orang rp 5000 pagipagi bapakbapak jual makan keliling motor goreng teh anget nasi bungkus sayang kamar mandi tempat panas teduh pohon gazebo moga depan bangun toilet teduh pandang bagus banget dapet sunrise sunset,positive
pantai luas spot main air krn banyak karang cocok pancing,positive
tempat oke akses tanggal 10 nov 2020 jelek rekomendasi mobil sedan macam,negative
jalan pantai jelek,negative
senang hobi mancing,positive
lokasi mancing kerang hijau segar langsung nelayan area luas keluarga biaya murah,positive
asyikpemandangan kapal2 labuh pantai bagus spot memancingkendala batu karang,positive
cocok untukmancing wisata,positive
pantai cipta pantai cinta pemancingspot sunrise sunset photographyterletak pelabuhanmasuk terminal peti kemas arteri yos sudarso semarang utara,positive
spot mancing juta kerapu,positive
murah riah cari kerang,positive
bagus utk refreshingdan salur hobi mancingnya,positive
htm murah sayang akses lokasi jala rusak parah mohon dinas kait tinjau lokasi wisatawan wisata semarang,negative
sunrise lumyn keren pantai cocok fun fishing,positive
iwake orak nggondol,negative
bagus nikmat sunset,positive
letak terminal peti kemas labuh tanjung emas bandarharjosemarang utara pancing dsinipantai bahan dg pantai baruna bagus tp cwek jgn panas dsni kasi nti gosong hehehe krn tenda nongkrongnya gaeshtm 5000,positive
awat,negative
pantai kunjung orang anglerbyk spot,positive
t4nya luas cocok santa t4 mancing tanah urug,positive
keren abis pantai liat nelayan uang bayar parkir doang,positive
pantai luas bagus cocok untuksantai minggu pagi anak,positive
sphot mania mancing,positive
pantai lumayan masuk gratis mancing,positive
pancing pinggir pantai tarik wisata akses jalan pantai jelek awat bersih area pinggir pantai kelola masyarakat dinas pariwisata favorit datang,negative
alhamdulillah mantul,positive
hobi mancing pantai cipta cocok salur hobi,positive
hobi mancing bs rapat,positive
tempat bagus mancing kerapu,positive
spot mancing apik aman pandang tj mas eksotis,positive
gk sio sio mancing tekan bengi,positive
mancing asik bermacammacam jenis ikan laut,positive
lokasi udara nyaman rekomaded utk kunjung,positive
mancing murmer asik seru ayo mancing gays,positive
pantai kotor akses debu,negative
pantai alami tp sayang bersih jaga msih sampah dimanamana,negative
spot mula belajas casting,positive
mancing pantai cipta kiee bayar kontribusi parkir 3000an doang,positive
musim hujan oantai cipta jalan jelek lumpur,negative
utk hoby mancing tempat titik spot mancing banyaktinggal pilih pengin casting uncal tinggal pilih sajasoal strike gk bonuuus lahhtm murah motor rbcuma akses jalan rusak,positive
kotor tangan serius,negative
lumayan hubiran murah riah,positive
spot cari ikan bagus,positive
menancing ikan pas arus,positive
tempat asik liat sunset mancing,positive
salah wisata pantai kota semarang penuh sampah pintu masuk aman nyaman,negative
rusak mas bom jaga bersih,negative
senja syahdu pantai cipta mancing,positive
lumayan refreshing,positive
pantai cocok hibur anak anak mancing,positive
lumayan liat lautmancingmotret,positive
pantai lumayan bagus refresing keluarga,positive
nganterin manusia sampe dikene gaess lumayan huntfot iseng hhe,positive
awat,negative
cocok mancing laut,positive
mancing malam nyamuk,negative
sunset pantai cipta,positive
yaa nyaman debu,negative
kotor bau sampah yah pantaipantai daerah semarang sdm rendah pantai cocok berenag kotor batu cocok cari tenang pancing ikan,negative
rusak akibat urug,negative
asik mancing main,positive
lumayan indah sejuk pingiran kota semarang,positive
akses jalan blm bagus,negative
pantai pinggir batu batu aman anak akses jalan mudah hujan hati hati yah,positive
kesini hati hati samping jalan tanah pasir batu musuh truk kontainer not recommended,negative
pantai bagys manving,positive
pandang sunset indah,positive
skidi skidi pap hohohihe disemak2,negative
rekomendasi kunjung akses kesana jalan tanah liat musim hujan licin tau fasilitas toilet pantai cenderung kotor sampah duduk,negative
sampah pinggir pantai,negative
pantai sembunyi sampahh bau,negative
lokasi santa mnyalurkan hoby pancing,positive
ni pantai cipta ketemu orang ngentod kali semaksemak galakin biar ngentod situ nganggu banget wisata mini,negative
beautifull place salah spot mancing keren,positive
pandang sejukbanyak orang cari ikankerang pantai cipta,positive
pot mancing hebat ikan kakap putih monter,positive
jalan kesana msh bagus isi pasir kerikil pas kmrn msh baik jalan jd macet parah lokasi belakang gudang pt cipta lumayan bagus si,negative
potensial masalah utama sampah,negative
pantai butuh perhati baik,negative
tumpu sampah masyarakat yng pancing jg hrs jaga lingkung pantai biar jaga bersih dn laut tdk cemar,negative
asyik casting hobby fishing,positive
bagus hunting foto sunset,positive
pantai cipta joz bwat hobiy mancing krapu,positive
alamitapi sukak,positive
klo malam nyamuk sadis bener dah,negative
lumayan sepi pandang bagus klo sore,positive
mancing ikan pahit kadang dapet sendal,negative
akses transportasi banyak tempat parkir,negative
bagus refreshing,positive
tempat nyaman nikmat sunset cobain gakan nyesel moga,positive
jorok kotor gelap masuk kena iur 000 fasilitas enas,negative
tenanh pantai,positive
tiket masuk parkir murce aman kantong pantai joss jiss spot mancing mantab,positive
bagus banget viewnya bintang tp krn mbak2 jaga tiket judes ampun bikin mikir2 especially mbak2 jaga tiket tgl mei 2025,negative
pantai view bagus tp mba2 tiket judessss banget2 not rekomendes,negative
alternatif wisata pantai semarang,positive
maaf klo ngasih bintang salah barusan anak tenggelam jaga kamar mandi bilas orange judes niat bantu respon unjung orang sedia bantu panik kami orang punyak warung bantu bapak2 jual ban tiker respon seragam respon unjung sangat2 kecewaa,negative
maaf klo ngasih bintang salah barusan anak tenggelam jaga kamar mandi bilas orange judus niat bantu respon unjung orang sedia bantu panik kami orang punyak warung bantu bapak2 jual ban tiket respon seragam respon unjung sangat2 kecewaa,negative
wisata murah tiket weekday 5rb weekend 10rb kasih makan rusa beli pakan 2rb ikat playground cocok bawa keluarga kesini,positive
situ seru bisa foto kena air makan sepeda,positive
syahdu pntai semarang sore,positive
sore jelang 17 an minggu april 2025 suasana tenang ramai kunjung kunjung notice life guard lokasi pantai,positive
kesini pas bayar tiket kasi kembali gadikasi tiket pas kece ke2 tiket bilang kasih dongg pos tiket tiket balesan mas urut tiket dah sesuai kak kesini jam 5menit situ loo fokus minum air putih masss gada maaf jadi 28425 jam 1715,negative
pantai marina semarang tuh enak banget nongkrong soresore angin seger liat sunsetnya cakep banget tempat rame cocok santai ngadem hirukpikuk kota,positive
pantai marina salah objek wisata pantai letak kota semarang jawa indonesia bahasa jawa pantai kenal pasisir marina area hutan bakau tambak perintah reklamasi ubah kawasan rekreasi hasil reklamasi rumah toko kantor belah selatan pantai lokasi akses pantai marina lokasi jalan taman marina tawangsari kota semarang letak strategis belah barat labuh tanjung mas timur laut bandara internasional ahmad yani semarang akses pantai mudah simpang semarang ambil arah timur jalan gajahmada lanjut jalan raya pantura capai pantai marina daya tarik aktivitas pandang matahari benam pantai populer nikmat panorama matahari benam indah halang suasana tenang suasana tenang jadi ideal santa bawa alas duduk nikmat debur ombak jogging jalur paving pantai cocok olahraga lari pagi sore perahu sewa perahu keliling nikmat pandang laut hutan mangrove jet ski suka aktivitas tantang sewa jet ski sedia pancing coba pancing area pantai kandang rusa kandang rusa daya tarik sendiri anakanak kapal lokasi labuh jenis kapal labuh fasilitas pantai marina lengkap fasilitas nyaman unjung mushola kamar mandi toilet bersih area parkir luas kafe warung makan toko suvenir area main anakanak harga tiket masuk jam buka harga tiket masuk jangkau kisar rp 5000 rp 10000 orang harga ubah libur biaya parkir rp 3000 sepeda motor rp 5000 mobil pantai buka 0500 1800 wib pantai marina pilih habis keluarga teman nikmat indah pantai aktivitas rekreasi pergi pusat kota semarang,positive
cocok santai santai,positive
daridulu unjung,positive
sebenarmya baguscuma tata giat dilakukam sana,negative
pagi udara msh segerg panasenak joging pagi,positive
sampe sampah tepi pantai kasih jaga pantai ambilin sampah,negative
pantai indah mampir rm kampung laut dg view laut,positive
wisata low budget nikmat sunset tata but wort it,positive
makan minum mahal,negative
nyari tenang rekomendasi area pinggir semarang,positive
favorit semarang cocok ngobati mumet overthinking mikir pasang hts an nikmat sunset orang pacar njir gw,positive
pantai bagus sayang sampah,negative
suka kesini pagi karna backlight fotonyahehe htm murah deket rumah ulang kali kesini tetep bosen sore pas musim panas neng liat sunset,positive
datang kesini org org ramah pantai bagus sampah view cakepp banget enak kesini sore,positive
pantai santai liat orang mancing water sport tabur bunga or abu kandang rusa tiket 15000 orangdewasa udah include parkir,positive
lumayan ajak anak jln2,positive
pantai bagus rame unjung kesini sore nikmat sunset keluarga,positive
bawa uang mepet saran beli jajan makan dalam wisata harga wajar td mie ayam ceker 15ribu total harga 20 ribu uang sesuai,negative
pas kesana pandang purnama nampak,positive
wisata pekan warga semarang jetski perahu wisata jajan warung kopi spot pancing rame sabtu minggu senin tutup tiket masuk sabtu minggu 5ribu rupiah orang,positive
salah spot kunjung solo travelling kota semarang pantai lumayan deket kosan adek 10 menit laut struggling dlu lewat bongkah batu pasir bayar pandang sunset syahduu one of best moment when im travelling in semarang city,positive
rekomended bagus angin kenceng banget pantai gaada pasir kaya langsung laut makananya enak tp harga lumayan mahal,positive
jlnnya bibir pantai byk rusak hrs hati2 utk berjln,negative
rekomendasi pergi pagi jogging,positive
enak bengong ttp jaga bersih boloo,positive
marina is the best pokok kunjung marina,positive
nongki hemat sore tenant kopi warung buka harga tiket masuk kawasan 10k orang,positive
tenang,positive
baguscocok mancing,positive
pantai jarak kota semarang ting kesini cuman ngopi pinggir pantai lihat indah pantai,positive
awat serius dibagusin,negative
butuh sentuh design arsitek tanggul pantai tarik wisatawan kunjung selamat area tenggelam kenal arsitek ahli bidang,negative
pantai batu pasir tp bagus lihat sunset,positive
bagus pandang good,positive
lumayan bagus indah cocok refreshing keluarga,positive
langsung pantai marina tiket masuk 10korang lumayan luas orang rese kaya pantai jaa barat anyer,positive
pantai bagus pas pasang foto batubatu tepi pantai tiket masuk murah 5k parkir luas enak nyari sunset,positive
19012025 tiket masuk orang rp 10000 bebas parkir mobil motor arah atur parkir pantai kotor cocok main air dagang fasilitas kamar mandi cuman kasih komen orang mancing pantai view kapalkapal moga depan maksimal potensi pantai,negative
pantai sepi klo jual tiket 5k udah sma parkir sunset enak klo cuaca lg dukung,positive
bagus pantai kota,positive
santai keluarga mancing gratis pinggir laut,positive
minggu nyempetin kesini lepas penatbeban pikir liat laut tuhapalagi tiket 5rb seninjumat bawa makan minum kl beli tuh 3x lipat haha,positive
view mantap bagusbanyak fasilitas umumparkir luas,positive
bandara tiket masuk murah 5000,positive
bagus orang jual parkir luas sedia mushola tiket masuk murah,positive
tiket masuk bayar 10ribu dagang jual makan mancing piknik gelar tiker libur murah riah,positive
suasana pantai enak nyantai ngopi mancing pantai marin lupa bawa alat pancing tenda seru banget ngadem tiket masuk murah 10korang,positive
mancing keluarga libur playground,positive
toilet bersih,negative
cocok nongki nikmat sunrise warungangkringan pas jajan2,positive
cahaya malam pantai bersih,positive
bersih cantik jajne larang,positive
pantai kotor awat,negative
viewnya pas banget libur lokasi mudah jangkau bersih tata,positive
nyaman santa pantai bersih parkir jual makan lokasi wisata toilet bersih,positive
iseng2 rs jalan pulang siang2 jam main air krn kayak untuk main air lihat ombak lumayan seru orang mancing jual tp sepi harga bakso 20rb playground tp siang2 panas pas sunset bagus kali curhat2 rekomen ramai harga tiket masuk 5rborang parkir gratis jarak mushola pantai toilet deket pantai,positive
santai jajan makan minum suasana ramah anak remaja pacar lihat,negative
pantai bagus kunjung pandang pantai indah sunset pantai oke bersih lengkap fasilitas toilet warung harga tiket masuk gratis bayar biaya parkir suka pantai semarang pilih bagus,positive
main anak anak mantap,positive
pantai view indah bersih jual makan minum harga jangkau bersih aman nyaman tiket masuk rp 10000,positive
sejuk bersih cuman sayang harga makan luar nurul es guday 1015rb wkwkwk,negative
nikmat view laut perahu orang 10ribu,positive
lokasi perhati bagus fokus,negative
pantai marina semarang salah destinasi santai pas lepas penat lokasi strategis gampang jangkau cocok nikmat sunset indah fasilitas sederhana suasana tenang asri cocok piknik keluarga jalanjalan santai bareng teman sayang bersih kadang jaga moga unjung peduli jaga lingkung pr harga angkring mehong wkwk,positive
retribusi jangkau 10 rb tp tempat kotooooorrr kumuh sisi pantai mbok kelola sih sampah2 sera,negative
mampir sabtu pagi jam 9an sepi kaya tiket masuk 10rb orang dewasa anak atas 5th sisa gratis playgroundnya lantai karet situ jetski kasih makan rusa kambing angsa kalkun jajan sekitar cocok libur keluarga mantap,positive
bagus lokasinyaenak istirahat smbil hirup udara laut,positive
mayan air keruh suasana oke makan bagus foto2 sm nongkrong sore,positive
pantai marina htm murah 5korang playrgorund anak lihat rusa kasih makan harga 2rb masuk kotak sisi barat resto tarik lokasi tepi pantai pas,positive
nyantai mampir habis pulang kerja,positive
tmpt sholat jaga bersih toilet bau smp klr pdhl jaga narik biaya orang moga pd jual terap harga normal harga skrg mahal mahal air mineral kopi 15rb mi ayam mi ayam bakso krupuk 3kl wrg 500an 45rb bbrp unjung td pinter sblm beli pd harga dl kecewa hrg,negative
pantai indah,positive
lumayan nongkrong nyore kesini weekdays weekend ramai,positive
oke manifestasi,positive
bagus bet sayang pas kesana mendung hujaann puass,positive
pantai milik spot beda cuplik spot anakanak renang spot pantai batu pakai mancing super mini zoo koleksi soang rusa embe,positive
pantai favorit lepas penat jajan jual area cemilan makan kenyang mie ayam bakso cocok rekreasi pancing ikan cenderung medium,positive
biaya masuk jangkau biaya tambah spt parkir,positive
baguss panas si sore rame saran kesini soren biar dapet sunset biar soale udah malem dikit tutup tempat htm cantik sunsetnya,positive
oke yaa refreshing jajan,positive
rame jajan rusa suka suasana,positive
healing murah riah hampar laut luas debur ombak sunset indah,positive
sunset cakep bgt,positive
mancing nyaman,positive
enak nongkrong jual bersih,positive
tiket murah 5rb pantai bagus bersih sore angin segar,positive
jaga bersih please enak tempat ngelamun,negative
biaya 10rb orang imbang fasilitas pantai marina prihatin,negative
pantai awat kelola duduk2 santai lihat sunset langit awan tebal kuliner jg lumayan enak harga ramah kantong,positive
pantai bagus habis keluarga,positive
pantai baguss pas sore sunsetnya baik kali kaget masuk jam 1800 suruh pulang xixixi,positive
khas pantai utara tenang ombak,positive
sunset spot warga semarang,positive
masuk cuman bayar 5000org akses gampang ramai jual makan minum akses pinggir pantai sampe jam 1800 situ pindah cafe restonya,positive
pantai bagus indah ombak angin milir nyaman,positive
senang,positive
enak nyore cuman sampah sera tong sampah,negative
ngak da tarik,negative
wisata ramai unjung,positive
cocok mancing salah inget harga tiket 5000 weekdays 10000 libur enak sore kesini panas,positive
hangout nikmat sunset semarang,positive
ombak bikin tenang rekreasi teman keluarga,positive
pas main anak2 tiket murah,positive
udah kesini kali liat sunset suasana tenang nyaman dar dudukduduk nenangin pikir harga tiket masuk mahal overall oke,positive
cocok orang semarang healing sebentar nyore lumayan asik,positive
kesini cocok sore suasana asri,positive
bagus lihat sunset,positive
rumah jam sampe jam rame soale pagi mancing view cantik,positive
pantai tenang sepi perahu foto matahari terbit,positive
pesona gk marina,positive
marina laut utara kawasan industri air pantai kotor sampah kurang sadar unjung buang sampah fasilitas buang sampah banyak view sunset golden hour cantik banget,positive
ibada adem nyaman,positive
suasana lumayan sore rame nyunset jual makan minum,positive
spot special mancing mania,positive
enak nikmat sunset,positive
worth it mahal kotor atur,negative
pantai panasdan air ber olimungkin karna tumpah kapal,negative
suasana senang,positive
bagus bersih,positive
bagus sunset jajan,positive
bibir pantai main anak pendek air cenderung kotor cocok santai nongkrong orang dewasa tani jual atur jual sedia lapak ngasal random cafe hadap laut,negative
sunset senang ngobrol ngemil pilih weekday nikmat suasana mancing laut,positive
bagus trus kotor gtau pantai pasir gt tp jual leker enak situ beli guys lekernya,negative
ikonik kota semarang tiket golong mahal fasilitas banding duduk fasilitas toilet pada dagang makan minum jarang,negative
awat pantai minim indah kena biaya masuk 5rborang hari kerja anak2,negative
wisata murah riah kunjung pusat kota tiket masuk ribu rupiah lupa bawa bekal khawatir jual makan minum jual sedia meja kursi hadap laut lepas makan minum nikmat pandang laut matahari benam lupa ambil moment sebanyakbanyak stok ig story hehe,positive
fasilitas toilet,negative
udah bagus jalan naik htm 10 manusia parkir motor jajan minum cocok nyore kaum anak senja,positive
kotor bagus lingkung,negative
weekday rame weekendnya pantai gitu gaada pasir beton jalan udah ditinggiin cafe dagang enak piknik jalan kaki rame rame masuk 5rb salah,positive
enak lihat sunset,positive
enak mancing casual anakanak enak jam sore deh kayak adem pagi udah langsung panas 5000 libur 10000 orang,positive
murah murah harga grosirrr,positive
retribusi mahal,negative
indah bangett romantis,positive
kotorr poll wkwk ken nge pantai mending jepara deh 10rb bal uda pantai cakep pantai melastipantai pandawapantai labu sait,negative
27072024 kesini air kontaminasi oli tugas info anak main pantai item sabun,negative
batu karang banding pasir awat bersih sunset deh,negative
cocok nyantai pulang kerja tiket masuk 10 ribu jual,positive
pantai ombak tenang cocok sunsetan cafe affordable weekdays sepi weekend rame pol,positive
kl sunset cantikkk foto pas soremalem harga tiket murah 5k orang 10k motor makan disna harga mahall kemarin beli gejrot 15k porsi enak si cm porsi sesuai harga inti kl ngilangin stress enak bgt sumpah pantai anginyaa segerrrr,positive
cocok sunset,positive
kecewaa sihh pedagangnyaa duduk hadehh pdhl capek kerja main kesini ngopi pinggir pantai,negative
lumayan rame sore bagus banget lihat sunset jet ski,positive
lumayan lumanyun,positive
bagus tiket masuk murah parkir tuju suka pancing recomended banget alangkah perbaikanpembangunan,positive
kesini libur kemarin bengong sihhhh ku pasir tidakkkkk btw masuk tiket masuk 5rb10rb gt lupa orang,negative
lihat sunset teryoii,positive
sore ramai adem dsini,positive
nyari sunset view tempat semarang panas hawa dingin sejuk gituu panas semarang kota,positive
jalan akses pantai bagus tiket masuk orang 10k parkir serah ngasih makan rusa beli kangkung 2k kangkung bayar gratis bapak jaga mohon uang masukin toples kasi bapak udah nyiapin bayar jual sayang fasilitas bener duduk bagi kandang rusa bilas rame toilet bayar 2k tempat astaghfirullah rombak dibersihin kek bener bauuuuu pepet mending gausah toilet dalam kawasan pantai resto cafe vila,negative
lumayan nyenengin ank2,positive
cocok nikmat sunset cafe jual makan jalan pantai toilet musholla tiket masuk 10korang perahu jg dg biaya 10korang,positive
pantai ujung kota semarang suasana ramai sore jelang magrib biaya masuk 10k cocok nikmat suasana sunset bebatuan foto panorama warung2 sedia makan parkir luas mobil sewa jet sky salah sewa 700k sewa perahu weekend ramai ujung weekday lumayan sepi,positive
sangatt baguss pantai recomended dah,positive
main semarang mampir mumpung cuaca pandang bagus ombak tenang cocok bawa anak renang libur kena tiket rp10000orang orang mancing,positive
lumayan drpd lu manyun karna surabaya pantai marina pantai kenjeran air keruh sampah dimana2 surut antusias anak2 renang tepi pantai pendek cafe kopi warung2 jejer beli sempol ayam plastik mika harga 15k beli genjrot wadah es harga 15k masuk orang dewasa anak bayar 10rb semotor2nya kesini minggu sore rame unjung mengunakan mobil motor tingkat sampah tai kucing jalan bebatuan wilayah foodcourt,negative
liat pantai jogja ombak liat pantai marina asa kaya air tenang main air bingung mana asa main danau tiket masuk murah 5rb alhasil sebentar karna bingung main,negative
coba mampir kesini lari joging kecil2an dipagihari cocok terlalh ramai minggu pagi tiket masuk weekend 10rborg moga berkah,positive
alternatif santai bareng keluarga nikmatin angin laut htm murah 10kperson jaman smp skrg mancing enak,positive
sunsetnya cantik,positive
tenang refreshing jalan2 joging kumpul keluarga banget,positive
bayar masuk 10kperorang fasilitas payah toilet bayar buang air kecilbesar bayar 3ktempat duduk teduh donkxixixixi,negative
bagus nongkrong keder nikmat angin ombak laut,positive
pantai indah cocok usia,positive
orang semarang tau marina dah bolak kesini tetep gakada bosen,positive
bersih parah kamar mandi bau tiket mahal rob bahaya sehat anak keluarga gatel gatel kesini mending pikir deh ngak suka kotor gw rekomen pantai bandeng bersih jernih rekomen ku,negative
sedih banget tabur bunga 10ribu uda minggu 50ribu,negative
akses lokasi bagus bagus healing parkir hamya bayar masuk tambah biaya parkir dalam,positive
air kotor hitam bau,negative
pantai indah,positive
seru bagus pantai,positive
kotor sampah dimanamana benerbener bengkalai dipake pacar,negative
marina sepi weekend kesini ramai top deh pantai marina rekomended banget libur keluarga yaah harga tiket masuk 5rb orang kapal 10rb orang,positive
pt nipu dalih kerja paruh baya suruh akun kasih tugas like produk tokped lazada kasih komisi 20 top up 40k juta uang hilang hahaha,negative
sayang tingkat bersih pantai saran atur kait buang sampah unjung jual buang sampah sembarang banyak sampah pesisir pantai bersih cakep,negative
cocok renung lelah kuliah tempat bersih jangkau bayar ribu kepala jg jajan musholanya jg pokok cocok renung pantai lumayan bersih unjung enggan buang sampah tempat mohon jajan buang sampah tempat,positive
marina bagus moga depan dibanyakin tugas bersih saran sya peringatan2 unt jaga bersih dg tulisan2 taruk krn sadar unjung bersih,positive
cocok sunset harga makan ramah kantong parkir luas,positive
fasilitas baik,negative
bagus banget sun set,positive
parah tmpt wisata tp parkir kapal mending jadi tmpt parkir kapal tmpt wisata,negative
nganterin bocil mancing so excited minum kelapa buah pandang pantai,positive
libur habis pantai main jetski renang pancing dar nikmat suasana pantai batu debur ombak milir angin kesini pusat kota tiket masuk mahal khawatir lupa bawa bekal dagang jual makan tradisional kini parkir r4 luas gelar tikar santa keluarga,positive
pantai bagus sunset dagang kaki pokok bagus deh nyesel kesini,positive
pantai bagus tata,positive
pantai buat semarang sejuk tenang,positive
tiket masuk 10rborang buka senin jumat jam 0600 sabtu 0530 minggu libur 0500 orang mancing ciba pagi jam 5an liat sunrise banget sayang main pasir pantai hehehhehehe,positive
bagus edukasi anak pantai bawa anak bibir pantai belah selatan mushola situ anak main pasir lanjut rusa kandang pancing ombak bibir pantai belah utara pasir bagi tumpu batu resiko bawa anak parkir luas gratis fasilitas mushola wc saran kelola rawat tambah pasir bibir pantai anakanak leluasa main pasir bersih wc bilas bersih,positive
mudah akses ombak lembut menaean,positive
